081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4148814738812057279 file /mnt/hadoop/dfs/data/current/subdir7/blk_4148814738812057279
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4150320361295330785 file /mnt/hadoop/dfs/data/current/subdir0/blk_4150320361295330785
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4237367266203598106 file /mnt/hadoop/dfs/data/current/subdir51/blk_4237367266203598106
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4240362310900230004 file /mnt/hadoop/dfs/data/current/subdir51/blk_4240362310900230004
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4248499854951532546 file /mnt/hadoop/dfs/data/current/subdir4/blk_4248499854951532546
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4278568434294132473 file /mnt/hadoop/dfs/data/current/subdir0/blk_4278568434294132473
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4301004734200857328 file /mnt/hadoop/dfs/data/current/subdir57/blk_4301004734200857328
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4325265239872980499 file /mnt/hadoop/dfs/data/current/subdir6/blk_4325265239872980499
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4362579263878175893 file /mnt/hadoop/dfs/data/current/subdir53/blk_4362579263878175893
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4377534185278965450 file /mnt/hadoop/dfs/data/current/subdir52/blk_4377534185278965450
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4384225343301788448 file /mnt/hadoop/dfs/data/current/subdir54/blk_4384225343301788448
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4384966878965720156 file /mnt/hadoop/dfs/data/current/subdir49/blk_4384966878965720156
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4386768133911510873 file /mnt/hadoop/dfs/data/current/subdir4/blk_4386768133911510873
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4417940112100501126 file /mnt/hadoop/dfs/data/current/subdir56/blk_4417940112100501126
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4419745724087950376 file /mnt/hadoop/dfs/data/current/subdir55/blk_4419745724087950376
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4479977567620651250 file /mnt/hadoop/dfs/data/current/subdir55/blk_4479977567620651250
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4483447424189595759 file /mnt/hadoop/dfs/data/current/subdir32/blk_4483447424189595759
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4499807650750972731 file /mnt/hadoop/dfs/data/current/subdir32/blk_4499807650750972731
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4514705107805872229 file /mnt/hadoop/dfs/data/current/subdir59/blk_4514705107805872229
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4516858019586632381 file /mnt/hadoop/dfs/data/current/subdir7/blk_4516858019586632381
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4546157167229389990 file /mnt/hadoop/dfs/data/current/subdir30/blk_4546157167229389990
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4553120891263171961 file /mnt/hadoop/dfs/data/current/subdir29/blk_4553120891263171961
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4557848219547809314 file /mnt/hadoop/dfs/data/current/subdir54/blk_4557848219547809314
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4559687690085185638 file /mnt/hadoop/dfs/data/current/subdir32/blk_4559687690085185638
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4569296555711093703 file /mnt/hadoop/dfs/data/current/subdir51/blk_4569296555711093703
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4592238774964991413 file /mnt/hadoop/dfs/data/current/subdir56/blk_4592238774964991413
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4599113113460109501 file /mnt/hadoop/dfs/data/current/subdir28/blk_4599113113460109501
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4604427232605258858 file /mnt/hadoop/dfs/data/current/subdir7/blk_4604427232605258858
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4605564213249609375 file /mnt/hadoop/dfs/data/current/subdir31/blk_4605564213249609375
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4608766941870531715 file /mnt/hadoop/dfs/data/current/subdir10/blk_4608766941870531715
081111 110627 19 INFO dfs.FSDataset: Deleting block blk_4613456648285290752 file /mnt/hadoop/dfs/data/current/subdir28/blk_4613456648285290752
